id,class_tree,name,planet,res_weight_rating,res_quality,res_quality_rating,res_decay_resist,res_decay_resist_rating,res_flavor,res_flavor_rating,res_potential_energy,res_potential_energy_rating,res_malleability,res_malleability_rating,res_toughness,res_toughness_rating,res_shock_resistance,res_shock_resistance_rating,res_cold_resist,res_cold_resist_rating,res_heat_resist,res_heat_resist_rating,res_conductivity,res_conductivity_rating,entangle_resistance,entangle_resistance_rating,is_active,date_reported,date_inactive,last_modified,server_id,notes,reporter_id,last_updated_by,waypoints
524,1.526.571.597.598.616.620,Eiake,"{Endor,Tatooine}",0.706,78,0.078,559,0.949,,,,,158,0.637,577,0.89,547,0.844,236,0.713,651,0.922,128,0.618,,,FALSE,2026-01-08 22:03:24.950698+00,,2026-01-16 09:35:58.14063+00,cuemu,,1.5035E+17,,
525,1.2.3.4.33.48.50,Hetho,{Dantooine},0.673,401,0.401,557,0.557,535,0.764,971,0.971,,,,,,,,,,,,,,,TRUE,2026-01-09 00:00:46.428672+00,,,cuemu,,2.22847E+17,,
526,1.2.3.180.181.192,Isce,{Yavin},0.541,116,0.116,727,0.727,,,,,241,0.482,644,0.644,734,0.734,,,,,,,,,TRUE,2026-01-09 00:15:09.147668+00,,,cuemu,,2.22847E+17,,
527,1.2.3.180.222.263.273,Webi,{Yavin},0.282,366,0.366,301,0.301,,,,,350,0.35,366,0.366,28,0.028,,,,,,,,,TRUE,2026-01-09 00:20:43.323889+00,,,cuemu,,2.22847E+17,,
528,1.2.3.4.33.61.64,Crowera,{Dathomir},0.084,3,0.003,33,0.033,12,0.017,197,0.281,,,,,,,,,,,,,,,TRUE,2026-01-09 04:53:53.29026+00,,,cuemu,,2.22847E+17,,
529,1.2.276.277.278.280.294.295,Akammo,{Corellia},0.57,477,0.477,906,0.906,847,0.847,34,0.049,,,,,,,,,,,,,,,FALSE,2026-01-09 23:05:34.611526+00,,2026-01-20 18:43:39.174694+00,cuemu,,1.85879E+17,,
530,1.2.276.277.278.307.308.310,Biebi,{Dantooine},0.698,573,0.573,739,0.739,564,0.806,673,0.673,,,,,,,,,,,,,,,TRUE,2026-01-09 21:58:23.900501+00,,,cuemu,,1.93478E+17,,
531,1.526.527.543.546,Githmu,{Dathomir},0.408,19,0.019,301,0.301,,,,,854,0.854,484,0.484,380,0.38,,,,,,,,,TRUE,2026-01-09 23:25:15.101144+00,,,cuemu,,1.5035E+17,,
532,1.2.276.484.485.500.513.516,Isqo,{Dathomir},0.432,462,0.462,101,0.202,,,,,913,0.913,150,0.5,34,0.085,,,,,,,,,TRUE,2026-01-09 23:30:04.552394+00,,,cuemu,,1.5035E+17,,
533,1.2.276.277.388.443.471.474,Ceca,{Dathomir},0.617,532,0.532,563,0.563,732,0.732,448,0.64,,,,,,,,,,,,,,,TRUE,2026-01-09 23:30:57.790125+00,,,cuemu,,1.5035E+17,,
534,1.2.276.277.388.443.445.448,Radoe,{Dathomir},0.481,648,0.648,751,0.751,497,0.497,27,0.027,,,,,,,,,,,,,,,TRUE,2026-01-09 23:31:19.823308+00,,,cuemu,,1.5035E+17,,
535,1.2.276.277.388.389.391.394,Kemo,{Dathomir},0.634,699,0.699,952,0.952,298,0.298,587,0.587,,,,,,,,,,,,,,,TRUE,2026-01-09 23:31:47.799259+00,,,cuemu,,1.5035E+17,,
536,1.2.3.4.33.100.103,Adio,{Dathomir},0.623,626,0.626,515,0.515,412,0.589,763,0.763,,,,,,,,,,,,,,,TRUE,2026-01-10 01:57:42.13196+00,,,cuemu,,2.22847E+17,,
537,1.2.276.484.485.487.497,Shokri,{Yavin},0.697,542,0.542,540,0.675,,,,,453,0.566,659,0.824,616,0.88,,,,,,,,,TRUE,2026-01-09 23:39:21.438145+00,,,cuemu,,1.5035E+17,,
538,1.2.3.180.208.211,Rdoutegi,{Dantooine},0.494,642,0.642,702,0.702,,,,,36,0.072,116,0.232,575,0.821,,,,,,,,,TRUE,2026-01-10 07:03:13.287944+00,,,cuemu,,2.22847E+17,,
539,1.2.276.484.485.500.508,Leokto,{Talus},0.542,467,0.467,155,0.258,,,,,792,0.792,207,0.69,201,0.502,,,,,,,,,TRUE,2026-01-09 23:52:55.286124+00,,,cuemu,,1.5035E+17,,
540,1.2.3.4.33.74.76,Pacea,{Dantooine},0.627,670,0.67,883,0.883,616,0.616,339,0.339,,,,,,,,,,,,,,,TRUE,2026-01-10 07:04:21.740593+00,,,cuemu,,2.22847E+17,,
541,1.2.276.277.388.443.458.462,Sseha,{Endor},0.547,603,0.603,631,0.631,98,0.098,855,0.855,,,,,,,,,,,,,,,TRUE,2026-01-10 00:00:48.137241+00,,,cuemu,,1.5035E+17,,
542,1.2.276.277.388.443.458.464,Faomafoo,{Naboo},0.549,476,0.476,494,0.494,668,0.668,558,0.558,,,,,,,,,,,,,,,TRUE,2026-01-09 23:58:21.255615+00,,,cuemu,,1.93478E+17,,
543,1.2.276.277.278.361.375.379,Hebato,{Endor},0.362,114,0.114,276,0.276,540,0.54,361,0.516,,,,,,,,,,,,,,,TRUE,2026-01-10 00:01:20.74933+00,,,cuemu,,1.5035E+17,,
544,1.2.3.4.33.61.63,Ewie,{Dantooine},0.615,411,0.411,932,0.932,400,0.571,381,0.544,,,,,,,,,,,,,,,TRUE,2026-01-10 07:04:59.056831+00,,,cuemu,,2.22847E+17,,
545,1.526.571.597.598.616.623,Ticateris,{Endor},0.799,387,0.387,777,0.913,,,,,356,0.753,820,0.939,821,0.94,509,0.808,806,0.902,296,0.751,,,FALSE,2026-01-09 14:37:03.263695+00,,2026-01-19 02:41:00.407559+00,cuemu,,1.85879E+17,,
546,1.526.571.701.704.706,Maupiite,"{Naboo,Tatooine,Rori,Corellia,Dathomir,Yavin,Endor,Talus}",0.597,322,0.322,210,0.909,,,,,61,0.439,126,0.545,140,0.606,96,0.416,651,0.941,,,,,FALSE,2026-01-05 21:12:11.296917+00,,2026-01-15 00:06:42.309024+00,cuemu,,1.5035E+17,,
547,1.2.3.180.222.237.239,Eto,{Dantooine},0.33,99,0.099,43,0.043,,,,,232,0.232,509,0.509,769,0.769,,,,,,,,,TRUE,2026-01-10 07:06:42.05673+00,,,cuemu,,2.22847E+17,,
548,1.526.527.543.550,Mebrutea,{Rori},0.491,414,0.414,551,0.551,,,,,788,0.788,221,0.221,481,0.481,,,,,,,,,TRUE,2026-01-10 07:53:34.325109+00,,,cuemu,,1.5035E+17,,
549,1.2.276.277.278.307.321.326,Aedlo,{Lok},0.275,9,0.009,529,0.529,406,0.406,108,0.154,,,,,,,,,,,,,,,TRUE,2026-01-10 18:31:00.965786+00,,,cuemu,,1.93478E+17,,
550,1.2.276.277.278.361.362.367,Kisho,{Lok},0.478,466,0.466,434,0.434,174,0.249,764,0.764,,,,,,,,,,,,,,,FALSE,2026-01-08 21:55:08.689279+00,,2026-01-16 10:21:33.515979+00,cuemu,,1.5035E+17,,
551,1.2.276.277.388.443.458.463,Ase,{Lok},0.287,390,0.39,365,0.365,82,0.082,311,0.311,,,,,,,,,,,,,,,FALSE,2026-01-10 18:34:46.367464+00,,2026-01-16 10:22:38.48916+00,cuemu,,1.5035E+17,,
552,1.2.276.277.278.334.348.349,Nosto,{Corellia},0.659,609,0.609,641,0.641,756,0.756,442,0.631,,,,,,,,,,,,,,,FALSE,2026-01-09 23:05:56.915416+00,,2026-01-19 01:46:01.391152+00,cuemu,,1.85879E+17,,
553,1.526.728.742.744.756,Feraian,"{Corellia,Dathomir,Yavin,Rori,Endor,Lok,Tatooine,Talus}",0.634,346,0.346,642,0.922,,,,,,,,,,,,,,,,,,,FALSE,2026-01-08 21:50:27.095895+00,,2026-01-19 01:48:15.46615+00,cuemu,,1.85879E+17,,
554,1.526.571.701.717.721,Ripi,"{Corellia,Dathomir,Endor,Naboo,Rori,Lok,Dantooine,Yavin}",0.721,67,0.067,395,0.734,,,,,161,0.749,576,0.852,631,0.933,387,0.719,856,0.994,,,,,FALSE,2026-01-10 18:26:48.836973+00,,2026-01-20 18:45:50.197914+00,cuemu,,1.85879E+17,,
555,1.2.3.180.222.224.231,Haiso,{Rori},0.584,719,0.719,799,0.799,,,,,161,0.161,715,0.715,525,0.525,,,,,,,,,TRUE,2026-01-10 19:06:09.552922+00,,,cuemu,,1.93478E+17,,
556,1.2.3.4.33.61.71,Tamoo,{Yavin},0.316,174,0.174,278,0.278,356,0.509,212,0.303,,,,,,,,,,,,,,,TRUE,2026-01-10 22:05:36.380252+00,,,cuemu,,2.22847E+17,,
557,1.2.3.4.33.126.136,Ferqe,{Yavin},0.386,434,0.434,589,0.589,62,0.062,459,0.459,,,,,,,,,,,,,,,TRUE,2026-01-10 22:06:22.706959+00,,,cuemu,,2.22847E+17,,
558,1.2.3.180.181.185,Beme,{Dathomir},0.448,462,0.462,737,0.737,,,,,112,0.224,383,0.383,434,0.434,,,,,,,,,TRUE,2026-01-10 22:07:16.79229+00,,,cuemu,,2.22847E+17,,
559,1.2.3.180.181.191,Ovapra,{Tatooine},0.619,659,0.659,755,0.755,,,,,160,0.32,798,0.798,561,0.561,,,,,,,,,TRUE,2026-01-10 22:10:22.385354+00,,,cuemu,,2.22847E+17,,
560,1.526.571.653.680.683.691,Pepoghti,"{Corellia,Talus,Tatooine,Dantooine,Endor,Rori,Yavin,Lok}",0.846,453,0.453,599,0.856,,,,,918,0.918,947,0.947,606,0.866,945,0.945,938,0.938,,,,,FALSE,2026-01-11 06:07:55.116157+00,,2026-01-17 22:01:58.169158+00,cuemu,,2.75763E+17,,
561,1.2.3.180.222.224.226,Dosca,{Dantooine},0.585,500,0.5,830,0.83,,,,,438,0.438,428,0.428,731,0.731,,,,,,,,,TRUE,2026-01-11 03:27:50.892818+00,,,cuemu,,2.22847E+17,,
562,1.2.3.180.181.195.197,Krilare,{Dantooine},0.44,56,0.056,452,0.646,,,,,230,0.383,183,0.366,375,0.75,,,,,,,,,TRUE,2026-01-11 04:13:59.544325+00,,,cuemu,,2.22847E+17,,
563,1.526.527.540.542,Adaiam,"{Corellia,Dantooine,Talus,Endor,Naboo,Lok,Tatooine,Rori}",0.44,507,0.507,777,0.777,,,,,367,0.367,38,0.038,510,0.51,,,,,,,,,FALSE,2026-01-11 16:34:46.941718+00,,2026-01-19 01:08:27.458764+00,cuemu,,1.85879E+17,,
564,1.2.276.277.278.280.281.285,Eseavvoi,{Endor},0.305,288,0.288,343,0.343,19,0.027,562,0.562,,,,,,,,,,,,,,,TRUE,2026-01-11 17:22:44.053442+00,,,cuemu,,1.5035E+17,,
565,1.759.760.801.815.818,Dexe,{Dantooine},0.694,500,1,,,,,233,0.388,,,,,,,,,,,,,,,TRUE,2026-01-11 16:49:45.607275+00,,,cuemu,,1.5035E+17,,
566,1.2.276.484.485.500.513.515,Lage,{Dantooine},0.386,146,0.146,172,0.344,,,,,882,0.882,66,0.22,136,0.34,,,,,,,,,TRUE,2026-01-11 16:51:38.64904+00,,,cuemu,,1.5035E+17,,
567,1.526.571.597.627.640.651,Drafaic,{Naboo},0.621,508,0.508,681,0.681,,,,,559,0.559,809,0.809,412,0.412,561,0.561,702,0.702,736,0.736,,,TRUE,2026-01-11 07:22:27.173792+00,,2026-01-11 07:22:31.061464+00,cuemu,,1.5035E+17,,
568,1.526.571.597.598.616.624,Airi,{Naboo},0.771,106,0.106,808,0.86,,,,,452,0.825,840,0.886,857,0.904,576,0.789,865,0.905,407,0.893,,,TRUE,2026-01-11 07:28:11.608124+00,,2026-01-11 07:28:14.744118+00,cuemu,,1.5035E+17,,
569,1.759.760.801.815.826,Heroide,{Yavin},0.728,500,1,,,,,273,0.455,,,,,,,,,,,,,,,TRUE,2026-01-11 17:05:59.074044+00,,,cuemu,,1.5035E+17,,
570,1.2.276.277.388.389.404.414,Prasigli,{Yavin},0.325,442,0.442,347,0.347,357,0.357,153,0.153,,,,,,,,,,,,,,,TRUE,2026-01-11 17:08:45.230113+00,,,cuemu,,1.5035E+17,,
571,1.2.276.277.388.443.471.473,Soathake,{Dantooine},0.479,942,0.942,9,0.009,557,0.557,287,0.41,,,,,,,,,,,,,,,TRUE,2026-01-11 16:52:39.114233+00,,,cuemu,,1.5035E+17,,
572,1.2.276.277.278.361.375.376,Lkeoma,{Corellia},0.476,259,0.259,665,0.665,767,0.767,150,0.214,,,,,,,,,,,,,,,TRUE,2026-01-11 16:42:19.314163+00,,,cuemu,,1.5035E+17,,
573,1.2.276.277.278.307.308.309,Rorje,{Corellia},0.511,355,0.355,412,0.412,457,0.653,626,0.626,,,,,,,,,,,,,,,TRUE,2026-01-11 16:42:48.063891+00,,,cuemu,,1.5035E+17,,
574,1.759.760.801.815.822,Mibelpa,{Naboo},0.707,500,1,,,,,248,0.413,,,,,,,,,,,,,,,FALSE,2026-01-11 17:36:49.394132+00,,2026-01-16 09:52:09.384361+00,cuemu,,1.5035E+17,,
575,1.2.276.277.388.389.430.432,Asrei,{Dantooine},0.555,20,0.02,867,0.867,545,0.545,788,0.788,,,,,,,,,,,,,,,TRUE,2026-01-11 16:54:32.266407+00,,,cuemu,,1.5035E+17,,
576,1.526.571.597.627.640.647,Coreium,"{Rori,Corellia,Dantooine,Dathomir,Yavin,Talus,Naboo,Lok}",0.807,164,0.164,396,0.808,,,,,778,0.915,602,0.926,587,0.903,485,0.866,487,0.946,788,0.927,,,TRUE,2026-01-11 02:49:49.856061+00,,2026-01-16 10:16:42.93015+00,cuemu,,1.5035E+17,,
577,1.2.276.277.278.334.348.356,Teghimmo,{Talus},0.492,378,0.378,561,0.561,721,0.721,215,0.307,,,,,,,,,,,,,,,TRUE,2026-01-11 17:16:48.856269+00,,,cuemu,,1.5035E+17,,
578,1.2.276.277.278.280.281.284,Kicy,{Dathomir},0.704,922,0.922,699,0.699,395,0.564,631,0.631,,,,,,,,,,,,,,,TRUE,2026-01-11 17:00:54.543263+00,,,cuemu,,1.5035E+17,,
579,1.2.276.277.278.361.375.378,Ivvi,{Dathomir},0.533,892,0.892,841,0.841,323,0.323,54,0.077,,,,,,,,,,,,,,,TRUE,2026-01-11 17:01:58.547322+00,,,cuemu,,1.5035E+17,,
580,1.526.571.597.598.601.614,Isiris,"{Talus,Endor,Naboo,Rori,Dantooine,Yavin,Lok,Tatooine}",0.857,224,0.224,975,0.975,,,,,368,0.92,970,0.97,987,0.987,737,0.921,965,0.965,581,0.894,,,FALSE,2026-01-09 23:46:33.246994+00,,2026-01-17 17:34:39.822174+00,cuemu,/waypoint Talus -690 -3084 Isiris71%,2.75763E+17,,
581,1.2.276.277.278.334.335.341,Sriobiwea,{Naboo},0.564,143,0.143,307,0.307,677,0.967,839,0.839,,,,,,,,,,,,,,,TRUE,2026-01-11 17:39:28.207772+00,,,cuemu,,1.5035E+17,,
582,1.2.276.277.388.443.445.449,Sasi,{Endor},0.424,117,0.117,351,0.351,869,0.869,359,0.359,,,,,,,,,,,,,,,TRUE,2026-01-11 17:22:13.54715+00,,,cuemu,,1.5035E+17,,
583,1.2.276.484.485.487.493,Reecco,{Naboo},0.655,148,0.148,624,0.78,,,,,671,0.839,502,0.627,616,0.88,,,,,,,,,TRUE,2026-01-11 17:40:48.844483+00,,,cuemu,,1.5035E+17,,
584,1.2.276.484.485.500.506,Shewa,{Naboo},0.579,636,0.636,326,0.543,,,,,809,0.809,160,0.533,149,0.372,,,,,,,,,TRUE,2026-01-11 17:41:39.843866+00,,,cuemu,,1.5035E+17,,
585,1.2.276.484.485.500.513.514,Cirogi,{Corellia},0.432,442,0.442,53,0.106,,,,,954,0.954,30,0.1,224,0.56,,,,,,,,,FALSE,2026-01-11 16:38:31.241108+00,,2026-01-20 18:43:40.058313+00,cuemu,,1.85879E+17,,
586,1.2.276.277.388.389.404.408,Ivo,{Endor},0.253,195,0.195,134,0.134,509,0.509,175,0.175,,,,,,,,,,,,,,,TRUE,2026-01-15 10:27:56.267325+00,,,cuemu,,2.22847E+17,,
587,1.759.760.801.802.807,Bleisa,{Endor},0.529,500,1,,,,,23,0.058,,,,,,,,,,,,,,,TRUE,2026-01-15 10:25:39.760082+00,,2026-01-19 02:35:28.591063+00,cuemu,,1.85879E+17,,
588,1.2.276.277.278.307.321.328,Wiafi,{Rori},0.384,68,0.068,382,0.382,749,0.749,236,0.337,,,,,,,,,,,,,,,TRUE,2026-01-11 17:49:46.523851+00,,,cuemu,,1.5035E+17,,
589,1.2.276.277.278.334.348.355,Lligoi,{Rori},0.617,617,0.617,31,0.031,833,0.833,691,0.987,,,,,,,,,,,,,,,TRUE,2026-01-11 17:50:35.752546+00,,,cuemu,,1.5035E+17,,
590,1.2.276.277.388.389.430.437,Neibe,{Rori},0.306,553,0.553,94,0.094,250,0.25,327,0.327,,,,,,,,,,,,,,,TRUE,2026-01-11 17:51:48.035195+00,,,cuemu,,1.5035E+17,,
591,1.2.276.277.388.389.417.424,Sorhogo,{Rori},0.527,563,0.563,369,0.369,283,0.283,893,0.893,,,,,,,,,,,,,,,TRUE,2026-01-11 17:52:42.183094+00,,,cuemu,,1.5035E+17,,
592,1.2.276.277.388.443.445.452,Taka,{Rori},0.308,219,0.219,518,0.518,119,0.119,377,0.377,,,,,,,,,,,,,,,TRUE,2026-01-11 17:53:42.459915+00,,,cuemu,,1.5035E+17,,
593,1.2.276.277.278.334.348.353,Gani,{Lok},0.558,8,0.008,563,0.563,819,0.819,591,0.844,,,,,,,,,,,,,,,TRUE,2026-01-11 18:05:33.533269+00,,,cuemu,,1.5035E+17,,
594,1.526.571.597.598.616.625,Risa,{Tatooine},0.82,167,0.167,929,0.929,,,,,533,0.888,970,0.97,968,0.968,685,0.856,932,0.932,423,0.846,,,FALSE,2026-01-11 18:13:59.890476+00,,2026-01-20 05:43:03.730786+00,cuemu,,2.75763E+17,,
595,1.526.571.701.717.721,Racau,"{Corellia,Dantooine,Dathomir,Talus,Endor,Lok,Tatooine,Naboo}",0.744,222,0.222,362,0.673,,,,,170,0.791,622,0.92,541,0.8,469,0.872,802,0.931,,,,,FALSE,2026-01-11 16:35:18.738342+00,,2026-01-20 18:45:52.693809+00,cuemu,,1.85879E+17,,
596,1.2.276.277.388.389.391.400,Lace,{Tatooine},0.28,46,0.046,322,0.322,56,0.056,696,0.696,,,,,,,,,,,,,,,TRUE,2026-01-11 18:18:02.527081+00,,,cuemu,,1.5035E+17,,
597,1.2.3.4.33.113.123,Jicko,{Yavin},0.545,455,0.455,694,0.694,480,0.48,552,0.552,,,,,,,,,,,,,,,TRUE,2026-01-12 02:04:48.922313+00,,,cuemu,,2.22847E+17,,
598,1.526.571.597.627.630.632,Gegoide,"{Naboo,Corellia,Dantooine,Talus,Dathomir,Yavin,Endor,Tatooine}",0.729,504,0.504,62,0.356,,,,,406,0.898,310,0.721,300,0.698,119,0.684,326,0.988,402,0.985,,,TRUE,2026-01-13 18:24:03.575881+00,,2026-01-16 10:28:10.276401+00,cuemu,,1.5035E+17,,
599,1.759.760.801.815.821,Sori,{Lok},0.861,500,1,,,,,433,0.722,,,,,,,,,,,,,,,TRUE,2026-01-12 17:06:08.950103+00,,,cuemu,,1.93478E+17,,
600,1.2.276.277.388.443.471.476,Iko,{Lok},0.55,545,0.545,432,0.432,486,0.486,516,0.737,,,,,,,,,,,,,,,TRUE,2026-01-12 17:08:31.486343+00,,,cuemu,,1.93478E+17,,
601,1.2.3.4.33.113.116,Cisa,{Dathomir},0.357,148,0.148,265,0.265,357,0.357,657,0.657,,,,,,,,,,,,,,,TRUE,2026-01-13 02:18:07.15136+00,,,cuemu,,1.93478E+17,,
602,1.526.571.597.627.630.635,Bawiian,"{Naboo,Corellia,Talus,Tatooine,Dathomir,Yavin,Endor,Rori}",0.783,35,0.035,553,0.963,,,,,640,0.798,622,0.852,652,0.893,543,0.946,539,0.856,604,0.918,,,FALSE,2026-01-13 22:44:14.545479+00,,2026-01-20 18:46:51.142609+00,cuemu,,1.85879E+17,,
603,1.526.527.540.542,Ropoate,"{Tatooine,Corellia,Endor,Dantooine,Talus,Rori,Lok}",0.452,500,0.5,337,0.337,,,,,597,0.597,162,0.162,662,0.662,,,,,,,,,TRUE,2026-01-13 14:54:18.122265+00,,2026-01-19 01:09:31.852128+00,cuemu,,1.85879E+17,,
604,1.526.527.540.541,Tofeeso,"{Tatooine,Endor,Dantooine,Talus,Dathomir,Naboo,Rori}",0.331,586,0.586,76,0.076,,,,,,,,,,,,,,,,,,,FALSE,2026-01-11 20:41:00.349605+00,,2026-01-20 19:03:01.971666+00,cuemu,,1.85879E+17,,
605,1.526.571.701.717.722,Abagi,"{Naboo,Tatooine,Corellia,Yavin,Endor,Rori,Lok}",0.77,124,0.124,498,0.751,,,,,247,0.932,705,0.923,639,0.836,546,0.824,899,1,,,,,FALSE,2026-01-13 22:49:52.721863+00,,2026-01-20 18:47:09.496229+00,cuemu,,1.85879E+17,,
606,1.526.728.742.744.753,Bipuium,"{Lok,Dathomir,Tatooine,Corellia,Dantooine,Yavin,Endor,Rori}",0.743,627,0.627,439,0.859,,,,,,,,,,,,,,,,,,,TRUE,2026-01-12 17:01:23.449739+00,,2026-01-16 10:04:52.845436+00,cuemu,,1.5035E+17,,
607,1.526.571.653.654.669.677,Baka,"{Naboo,Dantooine,Talus}",0.826,162,0.162,902,0.953,,,,,521,0.942,858,0.9,920,0.957,842,0.898,951,0.973,,,,,TRUE,2026-01-13 22:46:22.368408+00,,2026-01-16 04:11:50.816171+00,cuemu,,1.5035E+17,,
608,1.2.276.277.388.443.458.467,Thyitobi,{Tatooine},0.469,387,0.387,574,0.574,327,0.327,588,0.588,,,,,,,,,,,,,,,FALSE,2026-01-11 18:17:42.276141+00,,2026-01-18 03:18:00.541685+00,cuemu,,6.17819E+17,,
609,1.759.760.801.802.808,Dwiseian,{Lok},0.723,500,1,,,,,178,0.445,,,,,,,,,,,,,,,TRUE,2026-01-13 18:16:06.603737+00,,,cuemu,,1.93478E+17,,
610,1.2.276.277.278.280.281.286,Boco,{Lok},0.239,20,0.02,2,0.002,104,0.149,784,0.784,,,,,,,,,,,,,,,TRUE,2026-01-13 18:17:42.418027+00,,,cuemu,,1.93478E+17,,
611,1.759.760.801.802.810,Lialeca,{Rori},0.551,500,1,,,,,41,0.102,,,,,,,,,,,,,,,TRUE,2026-01-16 10:08:03.125537+00,,,cuemu,,1.5035E+17,,
612,1.526.571.597.627.640.650,Horliide,"{Lok,Naboo,Corellia,Dantooine,Talus,Dathomir,Yavin,Endor}",0.858,290,0.29,660,0.943,,,,,964,0.964,730,0.912,760,0.95,736,0.92,612,0.942,943,0.943,,,TRUE,2026-01-13 18:09:09.597856+00,,2026-01-16 09:36:41.182066+00,cuemu,,1.5035E+17,,
613,1.526.571.597.598.616.622,Cetou,"{Lok,Yavin,Rori}",0.742,38,0.038,624,0.817,,,,,324,0.814,738,0.925,735,0.921,371,0.7,764,0.919,266,0.801,,,TRUE,2026-01-13 18:05:21.308025+00,,2026-01-16 10:00:05.478747+00,cuemu,,1.5035E+17,,
614,1.526.527.543.549,Kotho,{Naboo},0.468,615,0.615,323,0.323,,,,,135,0.135,415,0.415,853,0.853,,,,,,,,,TRUE,2026-01-13 22:42:22.806854+00,,,cuemu,,6.17819E+17,,
615,1.526.571.584.587.588,Vohenoiite,"{Naboo,Tatooine,Corellia,Talus,Dathomir,Endor,Rori}",0.655,188,0.188,436,0.92,,,509,0.858,,,,,,,,,,,,,,,TRUE,2026-01-13 22:48:03.229397+00,,2026-01-16 10:01:28.849722+00,cuemu,,1.5035E+17,,
616,1.2.276.484.485.500.513.520,Pafaobot,{Rori},0.553,239,0.239,177,0.354,,,,,939,0.939,198,0.66,229,0.573,,,,,,,,,TRUE,2026-01-16 10:09:22.633853+00,,,cuemu,,1.5035E+17,,
617,1.526.571.701.704.706,Hego,"{Lok,Tatooine,Corellia,Talus,Yavin,Naboo}",0.597,579,0.579,149,0.645,,,,,102,0.734,89,0.385,126,0.545,79,0.342,657,0.949,,,,,FALSE,2026-01-13 18:13:43.797547+00,,2026-01-19 01:54:16.634549+00,cuemu,,1.85879E+17,,
618,1.526.557.566,Iwabi,{Talus},0.578,977,0.977,178,0.178,,,,,,,,,,,,,,,,,,,TRUE,2026-01-12 14:04:34.258483+00,,2026-01-14 09:53:07.693169+00,cuemu,47% outside Dearic -400 -2960,2.22847E+17,,
619,1.526.571.597.598.601.612,Rocosis,{Endor},0.463,612,0.612,680,0.68,,,,,413,0.413,700,0.7,257,0.257,553,0.553,415,0.415,75,0.075,,,TRUE,2026-01-13 22:51:42.237719+00,,2026-01-13 22:51:50.9095+00,cuemu,,1.85879E+17,,
620,1.2.276.277.388.389.417.423,Liria,{Naboo},0.581,495,0.495,934,0.934,687,0.687,207,0.207,,,,,,,,,,,,,,,TRUE,2026-01-13 22:52:41.860473+00,,,cuemu,,6.17819E+17,,
621,1.2.276.484.485.500.513.519,Thago,{Naboo},0.493,667,0.667,88,0.176,,,,,817,0.817,170,0.567,95,0.237,,,,,,,,,TRUE,2026-01-13 22:55:06.295579+00,,,cuemu,,6.17819E+17,,
622,1.2.276.277.388.389.417.420,Yati,{Dathomir},0.286,41,0.041,551,0.551,547,0.547,3,0.003,,,,,,,,,,,,,,,TRUE,2026-01-13 23:08:00.61927+00,,,cuemu,,2.22847E+17,,
623,1.2.276.277.388.443.458.461,Biki,{Dathomir},0.317,180,0.18,601,0.601,152,0.152,336,0.336,,,,,,,,,,,,,,,TRUE,2026-01-13 23:08:56.217133+00,,,cuemu,,2.22847E+17,,
624,1.2.276.277.278.307.321.324,Fetho,{Dathomir},0.359,333,0.333,350,0.35,346,0.346,285,0.407,,,,,,,,,,,,,,,TRUE,2026-01-13 23:10:38.668258+00,,,cuemu,,2.22847E+17,,
625,1.759.760.801.815.819,Tocaite,{Dathomir},0.822,500,1,,,,,386,0.643,,,,,,,,,,,,,,,TRUE,2026-01-13 23:12:38.848097+00,,,cuemu,,2.22847E+17,,
626,1.2.276.277.388.389.430.433,Tzoroomi,{Dathomir},0.456,143,0.143,224,0.224,837,0.837,618,0.618,,,,,,,,,,,,,,,TRUE,2026-01-13 23:14:35.287995+00,,,cuemu,,2.22847E+17,,
627,1.759.760.801.802.806,Telaboide,{Dathomir},0.839,500,1,,,,,271,0.677,,,,,,,,,,,,,,,TRUE,2026-01-13 23:18:16.918099+00,,,cuemu,,2.22847E+17,,
628,1.759.760.801.802.805,Lelistaic,{Dantooine},0.518,500,1,,,,,15,0.037,,,,,,,,,,,,,,,TRUE,2026-01-13 23:23:49.139406+00,,,cuemu,,2.22847E+17,,
629,1.2.276.277.278.334.335.337,Lphoumeiso,{Dantooine},0.328,93,0.093,372,0.372,209,0.299,546,0.546,,,,,,,,,,,,,,,TRUE,2026-01-13 23:25:18.49103+00,,,cuemu,,2.22847E+17,,
630,1.2.276.277.278.280.281.283,Licte,{Dantooine},0.441,227,0.227,564,0.564,268,0.383,590,0.59,,,,,,,,,,,,,,,TRUE,2026-01-13 23:26:08.923353+00,,,cuemu,,2.22847E+17,,
631,1.2.276.277.278.361.362.364,Beingoa,{Dantooine},0.45,260,0.26,702,0.702,137,0.196,643,0.643,,,,,,,,,,,,,,,TRUE,2026-01-13 23:32:02.104133+00,,,cuemu,,2.22847E+17,,
632,1.526.527.543.545,Climya,{Dantooine},0.19,143,0.143,409,0.409,,,,,19,0.019,146,0.146,232,0.232,,,,,,,,,TRUE,2026-01-13 23:32:56.143378+00,,,cuemu,,2.22847E+17,,
633,1.2.276.277.278.334.348.350,Srepo,{Dantooine},0.516,455,0.455,528,0.528,680,0.68,280,0.4,,,,,,,,,,,,,,,TRUE,2026-01-13 23:36:44.845087+00,,,cuemu,,2.22847E+17,,
634,1.2.276.277.278.361.362.369,Reke,{Rori},0.583,194,0.194,689,0.689,427,0.61,837,0.837,,,,,,,,,,,,,,,TRUE,2026-01-14 00:26:44.150307+00,,,cuemu,,6.17819E+17,,
